gene,value
ZRANB2,11.69
NEGR1,10.86
LRRIQ3,5.32
LRRC53,5.55
ERICH3,3.68
CRYZ,13.7
SLC44A5,8.38
ASB17,5.25
ST6GALNAC3,7.94
PIGK,13.18
ZZZ3,12.8
ZZZ3,8.53
USP33,12.46
FUBP1,13.86
ADGRL4,4.87
TTLL7,12.66
GNG5,13.9
CTBS,10.27
SSX2IP,12.44
LPAR3,6.54
MCOLN2,3.46
MCOLN3,8.59
SYDE2,9.67
C1orf52,9.76
BCL10,11.27
DDAH1,13.3
ZNHIT6,10.36
COL24A1,5.17
ODF2L,11.42
SEP15,14.5
GTF2B,11.57
CCBL2; RBMXL1,10.25
GBP3,12.62
GBP1,11.93
GBP4,7.19
GBP5,5.86
BARHL2,5.69
ZNF644,13.23
HFM1,5.56
TGFBR3,12.16
SETSIP,9.68
GLMN,7.76
GFI1,10.51
EVI5,10.89
EVI5,8.65
FAM69A,7.22
TMED5,14.27
BCAR3,11.85
DNTTIP2,12.5
GCLM,10.84
ABCA4,6.31
F3,6.58
CNN3,14.08
ALG14,9.76
RPL7,12.15
DPYD,11.29
PLPPR5,3.93
FRRS1,8.73
SASS6,13.32
LRRC39,6.57
DBT,10.9
EXTL2,10.66
DPH5,10.53
OLFM3,5.42
COL11A1,5.09
LOC101928436; RP11-153F1.1; RP11-347K2.2; teyfawbu,4.51
AMY1B; AMY1A,5.87
VAV3,11.92
SLC25A24,10.72
NBPF4,5.32
HENMT1,7.04
WDR47,11.05
TAF13,12.89
C1orf194,5.99
PSRC1,8.66
MYBPHL,5.97
SORT1,11.9
PSMA5,12.67
AMIGO1,5.65
GNAT2,8.39
GSTM3,9.8
EPS8L3,5.29
ALX3,5.08
SLC16A4,9.87
LAMTOR5,12.35
KCNA10,7.38
KCNA2,5.79
KCNA3,3.7
LRIF1,10.88
DRAM2,11.36
DENND2D,5.19
OVGP1,4.53
WDR77,11.39
ADORA3; TMIGD3,4.3
FAM212B,6.29
FAM212B,6.37
KCND3,3.76
ST7L,11.94
SLC16A1,14.28
PHTF1,8.31
RSBN1,9.17
PTPN22,4.7
BCL2L15,5.58
AP4B1,8.19
SYT6,10.39
TRIM33,12.06
AMPD1,4.93
NRAS,15.04
CSDE1,15.09
SIKE1,12.37
TSPAN2,9.44
NGF,4.2
CASQ2,5.18
NHLH2,3.95
CD58,9.11
IGSF3,8.64
TRIM45,6.54
VTCN1,5.87
GDAP2,11.72
SPAG17,3.92
TBX15,6.58
ZNF697,6.62
PHGDH,4.25
HMGCS2,4.2
REG4,4.27
NBPF7,5.67
ADAM30,4.18
NOTCH2,12.64
FAM72B,14.33
FAM72C,14.92
FAM72D,7.11
PPIAL4E,7.77
NBPF15,11.62
SRGAP2B,13.12
PPIAL4F; PPIAL4D,7.23
NBPF20,11.48
PDZK1,6.86
RNF115,12.2
PIAS3,10.51
ANKRD35,4.98
ITGA10,6.44
LIX1L,10.93
ANKRD34A,4.46
TXNIP,7.36
HFE2,4.18
LOC105371242; AC243756.1,7.57
PRKAB2,9.28
FMO5,6.31
ACP6,8.39
GJA5,5.01
NBPF11,9.86
PPIAL4G,8.13
NBPF9,9.98
HIST2H2BF,15.3
HIST2H3D,9.18
HIST2H3A; HIST2H3C,9.8
HIST2H4A; HIST2H4B,12.35
HIST2H2AB,10.64
SV2A,7.47
SF3B4,15.08
MTMR11,7.95
OTUD7B,8.24
ANP32E,14.36
APH1A,12.3
ENSA,12.56
GOLPH3L,12.2
HORMAD1,4.53
CTSS,9.93
CTSK,7.8
ARNT,12.41
CERS2,13.23
FAM63A,6.98
SEMA6C,6.23
LYSMD1,6.62
PI4KB,7.88
RFX5,9.55
SELENBP1,6.2
POGZ,12.76
POGZ,7.33
POGZ,7.08
POGZ,8.17
POGZ,6.79
POGZ,6.67
POGZ,9.25
POGZ,7.79
POGZ,7.57
POGZ,8.85
POGZ,10.1
POGZ,8.73
TDRKH,10.71
CELF3,6.4
MRPL9,13.75
C2CD4D,5.5
THEM5,6.96
THEM4,10.1
S100A10,15.29
S100A11,16.23
LOC100131107,4.83
TCHHL1,5.3
TCHH,4.26
RPTN,3.88
HRNR,3.63
FLG,4.9
FLG2,3.64
CRNN,5.71
LCE3E,4.53
LCE3D,5.77
LCE3A,7.0
LCE1C,12.53
SPRR2D,6.08
SPRR2B,5.32
SPRR2E,6.7
SPRR2F,3.98
SPRR2G,5.47
PGLYRP3,3.48
PGLYRP4,5.99
S100A12,4.34
S100A8,3.71
S100A7L2,3.4
S100A7,4.74
S100A6,9.98
S100A5,4.76
S100A4,7.91
S100A3,9.09
S100A2,7.54
S100A16,10.59
S100A14,5.3
S100A13,7.78
ILF2,15.27
ILF2,7.86
GATAD2B,12.57
DENND4B,5.78
CRTC2,11.72
SLC39A1,8.95
JTB,11.85
RAB13,14.7
NUP210L; MIR5698,5.01
TPM3,17.13
C1orf189,5.7
C1orf43,12.64
IL6R,6.48
UBE2Q1,12.3
ADAR,10.96
KCNN3,6.53
PMVK,8.85
PBXIP1,7.88
DCST2,4.07
DPM3,7.94
THBS3,7.38
THBS3,16.04
FAM189B,8.1
SCAMP3,12.64
CLK2,10.12
PKLR,5.71
RUSC1-AS1,6.06
ASH1L; MIR555,10.5
GON4L,14.62
RIT1,12.19
KIAA0907; SCARNA4,9.69
SSR2,15.58
UBQLN4,11.41
MEX3A,6.07
PAQR6,6.41
SMG5,9.43
VHLL,3.96
CCT3,13.81
MEF2D,10.73
IQGAP3,9.83
GPATCH4,14.08
NES,9.09
CRABP2,7.06
ISG20L2,10.55
MRPL24,10.36
HDGF,10.93
SH2D2A,5.64
INSRR,6.25
ARHGEF11,6.98
ETV3L,4.89
ETV3,11.59
FCRL5,4.63
FCRL4,4.57
FCRL3,4.83
FCRL2,5.05
FCRL1,6.42
CD5L,5.83
CD1B,5.17
OR10T2,3.8
OR10K2,5.85
OR6Y1,4.15
OR6P1,4.21
OR10X1,3.7
SPTA1,4.18
OR6K2,3.69
OR6K3,3.41
OR6N1,6.29
OR6N2,4.33
AIM2,4.63
OR10J3,5.33
OR10J5,5.0
CRP,4.02
TAGLN2,13.66
IGSF9,4.32
SLAMF9,5.22
PIGM,10.61
KCNJ10,3.42
IGSF8,7.74
COPA,13.85
SLAMF6,4.74
CD84,4.75
SLAMF1,4.5
CD48,4.7
CD244,4.15
ITLN1,5.22
ITLN2,4.65
USF1,7.73
ARHGAP30,4.22
PVRL4,7.94
PFDN2,9.41
DEDD,12.39
B4GALT3,7.94
ADAMTS4,4.88
APOA2,4.28
NR1I3,4.66
MPZ,4.95
CFAP126,4.62
FCGR3A,4.63
FCGR3B,3.59
OLFML2B,10.45
C1orf111,7.48
SH2D1B,4.36
CCDC190,5.18
RGS5,12.93
LMX1A,7.06
RXRG,3.31
ALDH9A1,10.52
TMCO1,12.28
FAM78B,5.41
RP11-9L18.3; FAM78B,7.61
TADA1,10.74
GPA33,5.15
CD247,5.9
ADCY10,4.23
MPC2,12.13
GCSH,10.79
GPR161,7.26
XCL2,4.23
DPT,4.6
NME7,11.19
CCDC181,8.08
SLC19A2,10.31
F5,5.75
SELP,3.65
SELL,4.73
SELL,5.34
METTL18,8.58
SCYL3,8.48
KIFAP3,11.69
MYOC,3.79
VAMP4,8.95
TNFSF18,7.66
TNFSF4,5.35
SLC9C2,3.2
ANKRD45,5.03
CENPL,11.1
SERPINC1,6.11
RC3H1,11.16
MRPS14,11.1
KIAA0040,4.29
RFWD2,8.99
ASTN1,4.39
ANGPTL1,4.24
ABL2,12.71
NPHS2,4.66
TOR1AIP2,11.6
STX6,11.43
ZNF648,5.02
GLUL,12.43
TEDDM1,3.82
RNASEL,6.74
RGS16,6.09
RGS8,4.33
SHCBP1L,5.24
NMNAT2,7.1
NCF2,5.94
ARPC5,14.38
APOBEC4,4.13
COLGALT2,6.95
EDEM3,11.6
FAM129A,9.97
TRMT1L,11.88
IVNS1ABP,13.13
TPR,13.73
PDC,4.84
PTGS2,4.2
BRINP3,4.63
UCHL5,15.11
GLRX2,11.61
B3GALT2,6.72
KCNT2,9.76
F13B,4.71
ASPM,13.59
ZBTB41,10.66
DENND1B,9.28
ATP6V1G3,7.62
ZNF281,13.45
KIF14,12.78
DDX59,11.14
KIF21B,6.38
CACNA1S,4.81
ASCL5,4.32
TMEM9,11.08
TNNI1,5.99
PHLDA3,7.51
CSRP1,13.51
CSRP1; markobu,4.03
LMOD1,5.65
ARL8A,11.22
PTPN7,5.05
UBE2T,13.64
SYT2,7.77
KDM5B,12.2
RABIF,10.28
KLHL12,9.79
ADIPOR1,15.58
CYB5R1,10.97
MYOG,7.51
MYBPH,6.16
CHI3L1,4.71
FMOD,4.73
LINC00303,4.74
ETNK2,8.7
REN,4.35
KISS1,6.23
GOLT1A,5.89
PLEKHA6,9.94
PPP1R15B,12.73
PIK3C2B,5.76
PIK3C2B,6.02
LRRN2,5.05
TMEM81,6.38
RBBP5,12.42
DSTYK,8.43
NUAK2,12.78
KLHDC8A,5.27
ELK4,14.91
SLC45A3,7.72
NUCKS1,15.84
RAB29,10.84
SLC41A1,13.32
PM20D1,5.11
SLC26A9,6.45
RAB7B,6.64
CTSE,6.09
AVPR1B,5.93
FAM72A,14.48
EIF2D,11.38
IL10,4.14
FCMR,4.88
PIGR,5.12
FCAMR,6.83
C1orf116,5.0
YOD1,9.01
CD34,5.33
PLXNA2,5.16
LAMB3; MIR4260,4.97
C1orf74,6.31
IRF6,5.16
KCNH1,7.67
RD3,5.39
SLC30A1,11.67
NEK2,13.0
LPGAT1,11.33
INTS7,12.16
TMEM206,9.67
BATF3,9.14
NSL1,14.11
SPATA45,4.85
ANGEL2,12.37
PTPN14,12.22
USH2A,5.09
ESRRG,5.46
GPATCH2,10.78
SLC30A10,4.32
EPRS,13.31
BPNT1,13.31
RAB3GAP2; AURKAPS1,13.27
DUSP10,9.57
HHIPL2,4.78
TAF1A,8.82
TLR5,6.87
SUSD4,5.64
CAPN8,5.12
TP53BP2,12.79
NVL,13.42
WDR26; MIR4742,11.51
WDR26,7.39
LBR,12.87
ENAH,13.96
TMEM63A,9.26
LEFTY2,8.15
SDE2,12.17
ACBD3,13.06
LIN9,10.38
PARP1,11.34
ITPKB,7.42
ITPKB,6.23
CDC42BPA,12.55
JMJD4,8.95
WNT9A,4.03
C1orf35,11.67
MRPL55,9.08
C1orf145,4.48
TRIM11; MIR6742,6.64
TRIM17,7.93
HIST3H3,4.47
HIST3H2A,8.12
BTNL10,6.7
CCSAP,9.82
ACTA1,11.97
NUP133,10.51
ABCB10,10.55
TAF5L,10.54
PGBD5,7.18
C1orf198,8.68
TTC13,11.92
FAM89A; MIR1182,10.26
LOC149373; RP5-1097F14.3; kosimo,4.65
C1orf131,11.06
EXOC8,10.07
EGLN1,11.37
SNRPD2P2,4.58
TSNAX,10.25
SIPA1L2,9.69
PCNXL2,10.52
TARBP1,10.26
IRF2BP2,10.43
TOMM20,13.02
B3GALNT2,10.56
GNG4,8.4
LYST,12.84
NID1,12.07
ERO1B,10.92
LGALS8-AS1,5.99
HEATR1,14.54
MT1HL1,5.39
ZP4,4.21
GREM2,7.59
RGS7,8.34
FH,11.62
OPN3,12.72
CHML,10.51
MAP1LC3C,5.45
PLD5,5.09
CEP170,13.25
AKT3,10.8
ADSS,13.46
SMYD3,11.48
SMYD3,9.18
TFB2M,13.04
AHCTF1,13.54
ZNF670; ZNF695; ZNF670-ZNF695,9.14
ZNF669,8.09
C1orf229,5.17
ZNF124,10.34
ZNF496,10.57
OR2B11,3.67
OR2C3; GCSAML-AS1,4.22
OR13G1,3.99
OR6F1; OR14A2,5.3
OR1C1,3.8
OR14A16,4.18
OR11L1,5.81
OR2T33,5.19
OR2T12,4.36
OR2M7,6.42
OR2T29,3.91
OR2T34,5.15
OR2T10,3.93
OR2T11,4.0
OR2T35,4.18
OR2T27,5.29
OR14I1,4.6
SH3BP5L,6.48
ZNF692,7.79
ATAD3B,7.33
ATAD3A,10.03
MMP23B; MMP23A,3.82
PLCH2,7.04
TNFRSF14,6.85
CLCN6,11.72
HNRNPCL3; HNRNPCL4,5.32
PRAMEF25; PRAMEF26,6.63
PRAMEF33P,5.07
PRAMEF15; PRAMEF9,5.74
FHAD1,7.24
FHAD1,4.9
FHAD1,5.69
CELA2A,7.35
CELA2B,3.23
CLCNKA,5.49
CLCNKA,6.11
SZRD1,12.4
CROCC,6.99
MINOS1,15.02
NBL1,6.39
MINOS1-NBL1,6.67
MDS2,6.12
SRRM1,4.98
SRRM1,15.25
SEPN1,9.6
MTFR1L,10.27
TSSK3,6.67
TSSK3,5.73
ZBTB8B,6.15
ZBTB8A,9.33
SH3D21,5.51
PPCS; CCDC30,12.68
CCDC30,4.87
C1orf50,6.78
LOC100129924; C1orf50; RP5-994D16.11,5.11
FAM183A,4.58
RP5-1198O20.4; KLF17,5.66
CYP4B1,5.32
CYP4B1,5.49
FPGT,9.4
TNNI3K,5.33
FPGT-TNNI3K; FPGT,8.78
ACADM,12.98
RABGGTB; SNORD45B; SNORD45A; SNORD45C,13.56
DNAJB4,12.7
GIPC2,5.31
HS2ST1,13.27
LINC01140,4.98
LRRC8C,10.65
LRRC8D,12.13
RNPC3,9.18
AMY2B; ACTG1P4,5.63
NBPF6; NBPF5P,5.88
GNAI3,13.58
AMPD2,10.44
GSTM4,8.44
GSTM2,7.64
GSTM1,7.52
GSTM2,5.77
GSTM5,5.53
KCNC4,4.89
OLFML3,12.54
ATP1A1,12.92
ATP1A1,4.43
FAM231D; LINC00869,9.9
POLR3GL,8.39
CHD1L,9.83
NBPF19,11.05
NBPF19,12.2
PLEKHO1,9.44
LCE5A,4.74
LCE3C,5.03
LCE1B,5.05
LCE1B,10.62
INTS3,11.03
SLC27A3,6.77
ADAM15,7.59
DCST1,6.66
EFNA4,5.86
EFNA3,6.17
MTX1,10.91
CADM3,4.35
ACKR1,4.39
FCGR2A,7.27
FCGR2C,4.75
FCGR2B,4.46
NOS1AP,5.77
C1orf226,7.13
UCK2; MIR3658,13.56
TEX35,6.8
C1orf220,8.43
IER5,8.89
CFHR1,3.96
CFHR2,4.1
NAV1,10.61
MDM4,12.43
LYPLAL1,11.96
CNIH3,5.69
CNIH3,6.23
SNAP47,6.41
SNAP47,8.48
RHOU,9.71
RHOU,9.36
TSNAX,12.6
DISC1,6.89
TSNAX-DISC1,10.05
CHRM3,6.4
CHRM3,4.66
CDK11B,10.37
SLC35E2B,9.23
CDK11A,10.31
SLC35E2,9.67
FAAP20,6.95
TTC34,9.86
TNFRSF25,8.07
PLEKHG5,5.84
ERRFI1,16.38
HNRNPCL1,7.74
PRAMEF6; PRAMEF5,6.65
PRAMEF27,5.37
PRAMEF25,4.91
TAS1R2,5.46
ALDH4A1,6.62
IFFO2,8.63
DDOST,11.45
HNRNPR,14.29
SMIM12,11.93
SFPQ,10.43
SFPQ,15.1
RRAGC,12.97
MYCBP; GJA9,11.36
EBNA1BP2; MIR6733,13.83
EBNA1BP2,5.68
MKNK1,8.17
MOB3C,6.62
TAL1,5.26
STIL,11.91
CDCP2,10.37
CYB5RL,6.5
PLPP3,9.25
DAB1,3.81
OMA1,9.57
GBP2,11.32
GBP7,5.23
ARHGAP29,5.04
ARHGAP29,14.21
AKNAD1,4.72
CLCC1,12.21
RHOC,11.95
PPM1J,5.85
BCAS2,12.41
DENND2C,7.15
WARS2,9.53
SEC22B,13.33
SEC22B,11.06
PEX11B,10.75
RBM8A,11.79
NBPF10,12.21
NOTCH2NL,12.44
NBPF14,12.64
NOTCH2NL,10.06
HIST2H2AA4; HIST2H2AA3,13.45
HIST2H2BE,11.27
MCL1,13.8
ADAMTSL4-AS1,5.9
CDC42SE1,12.85
TMOD4,4.67
VPS72,10.07
LINGO4,5.11
RORC,5.67
SPRR2A,5.63
SHE,5.61
PYGO2,7.72
SHC1,13.52
KRTCAP2,12.19
MUC1,6.44
GBA,13.09
YY1AP1,13.96
ARHGEF2,10.7
ARHGEF2,5.08
GLMP,8.56
GLMP,11.26
C1orf61,6.03
C1orf61; RP11-98G7.1,6.84
C1orf204,6.17
VSIG8,5.59
CFAP45,5.61
DCAF8,10.25
PEX19,11.02
F11R,10.04
TSTD1,7.46
ILDR2,5.33
ILDR2,4.5
CREG1,10.84
SELE,4.89
PIGC,7.16
PIGC,9.45
TNR,6.5
SEC16B,5.62
LHX4-AS1; ACBD6,6.72
ACBD6,9.34
TNNT2,9.93
LAD1,8.98
CHIT1,5.68
CHIT1,5.35
PLEKHA6,10.11
LEMD1,4.95
BLACAT1; LEMD1,6.64
AIDA,14.45
LEFTY1,7.78
PYCR2; MIR6741,11.32
AGT,9.84
RBM34,12.83
ARID4B,12.64
HNRNPU,16.37
LYPD8,6.07
ACP1,12.21
SNTG2,5.95
TPO,6.4
TRAPPC12,9.06
RPS7,15.16
COLEC11,6.25
ALLC,4.3
DCDC2C,5.01
SOX11,4.83
RNF144A,4.92
ID2,9.12
ASAP2,7.15
CPSF3,10.79
IAH1,10.59
TAF1B,9.66
GRHL1,5.26
KLF11,9.6
RRM2,13.67
C2orf48,7.65
HPCAL1,10.68
ATP6V1C2,5.98
KCNF1,5.63
C2orf50,6.16
PQLC3,9.22
GREB1,5.62
LPIN1,5.98
TRIB2,3.86
FAM84A,5.41
DDX1,11.53
MYCN,5.76
VSNL1,6.29
GEN1,9.93
MSGN1,8.69
RHOB,10.24
GDF7,5.43
TDRD15,4.72
KLHL29,6.56
UBXN2A,11.09
NCOA1,9.8
CENPO,10.86
EFR3B,7.32
RAB10,15.14
GAREM2,6.21
HADHB,12.97
EPT1,11.91
DRC1,4.85
C2orf70,4.79
KCNK3,5.23
DPYSL5,4.86
MAPRE3,5.13
TMEM214,11.88
AGBL5,11.25
EMILIN1,7.85
KHK,9.57
ABHD1,4.1
TCF23,6.09
ATRAID,12.09
CAD,9.41
DNAJC5G,5.04
TRIM54,7.45
SNX17,9.94
NRBP1,11.29
KRTCAP3,4.4
GCKR,5.18
GCKR,5.8
C2orf16,3.88
SLC4A1AP,13.05
FOSL2,12.27
PLB1,5.34
WDR43; SNORD53,12.93
FAM179A,5.01
CLIP4,10.7
YPEL5,12.22
LCLAT1,13.5
EHD3,6.89
SPAST,11.49
SLC30A6,11.68
YIPF4,11.86
BIRC6,11.66
BIRC6,8.95
BIRC6,8.26
TTC27; MIR4765,9.36
LTBP1,10.83
RASGRP3,8.06
CRIM1,13.6
VIT,5.62
GPATCH11,12.31
NDUFAF7,10.59
QPCT,12.35
RMDN2,6.75
GALM,10.13
GEMIN6,9.65
PKDCC,7.23
EML4,12.29
MTA3,5.86
MTA3,10.87
LINC01126,3.94
PLEKHH2,7.25
DYNC2LI1,7.73
ABCG8,4.43
PPM1B,12.92
SLC3A1,6.86
CAMKMT,8.62
CAMKMT,6.68
SIX3,5.62
PRKCE,10.1
EPAS1,11.25
RHOQ,11.8
CRIPT,12.78
SOCS5,11.24
TTC7A,7.6
EPCAM,6.38
FOXN2,12.08
PPP1R21,8.39
GTF2A1L; STON1-GTF2A1L; STON1,4.15
CHAC2,9.33
ERLEC1,11.91
C2orf73,3.95
SPTBN1,14.1
EML6,4.82
RPS27A,13.13
CFAP36,10.0
CCDC85A,3.52
VRK2,12.24
PAPOLG,11.29
PAPOLG,7.06
PEX13,10.52
AHSA2,9.57
USP34,9.8
COMMD1,7.49
B3GNT2,11.22
EHBP1,11.38
OTX1,9.33
MDH1,11.06
UGP2,10.76
LGALSL,10.6
AFTPH,13.3
SLC1A4,8.52
CEP68,9.27
ACTR2,15.62
MEIS1,5.53
MEIS1,4.1
ETAA1,10.62
PNO1,9.97
PLEK,4.52
ARHGAP25,6.93
GKN1,4.74
ANTXR1,13.25
GMCL1,11.23
PCBP1,13.39
PCYOX1,13.34
VAX2,5.16
ATP6V1B1,5.78
ANKRD53,4.93
MPHOSPH10,11.23
ZNF638,9.82
ZNF638,8.4
DYSF,6.42
SPR,8.74
EMX1,5.67
NOTO,6.03
SMYD5,10.58
CCT7,11.39
ALMS1,9.2
C2orf78,4.55
STAMBP,11.02
ACTG2,10.22
DGUOK,10.39
TET3,6.74
MTHFD2,13.02
WDR54,6.7
TTC31,8.69
TTC31,7.83
TLX2,5.79
HTRA2,9.88
DOK1,9.53
SEMA4F,6.51
HK2,6.6
POLE4,10.9
MRPL19,9.1
REG3G,5.09
REG1A,6.09
DNAH6,5.08
DNAH6,6.34
TMSB10,15.11
KCMF1,13.62
TCF7L1,6.9
TGOLN2,5.81
ELMOD3,8.12
ELMOD3,9.59
SH2D6,6.49
MAT2A,13.02
VAMP8,8.89
VAMP5,6.13
RNF181,6.88
USP39,13.06
GNLY,3.84
ATOH8,5.78
PTCD3,12.92
MRPL35,11.72
KDM3A,8.0
RMND5A,11.29
PLGLB2,4.86
SMYD1,5.74
THNSL2,6.98
TEX37,4.75
RPIA,7.7
TEKT4,6.21
MAL,6.42
ZNF2,6.63
PROM2,5.43
KCNIP3,7.18
FAHD2A,7.94
FAHD2A,6.8
TRIM43,5.05
STARD7-AS1,5.63
CIAO1,10.37
ITPRIPL1,5.75
NCAPH,13.84
ARID5A,7.57
FER1L5,6.95
CNNM3,8.19
ANKRD36,12.94
ANKRD36,11.43
COX5B,10.07
ZAP70,4.78
VWA3B,4.88
CNGA3,5.82
INPP4A,7.7
UNC50,10.14
EIF5B,13.54
NMS,5.03
PDCL3,12.05
NPAS2,12.35
RPL31,13.94
CNOT11,10.33
MAP4K4,12.46
IL1R2,6.68
IL1R1,7.78
IL1RL2,5.84
IL18RAP,5.78
SLC9A4,4.52
SLC9A2,4.66
TMEM182,10.13
MRPS9,10.09
GPR45,4.98
C2orf49,9.16
NCK2,10.14
C2orf40,5.03
RGPD4,6.94
SLC5A7,5.59
SULT1C3,4.41
SULT1C2,7.77
SULT1C4,13.56
GCC2,11.67
LIMS1,10.69
RANBP2,11.22
SH3RF3,5.68
SOWAHC,6.73
RGPD6; RGPD5,10.72
ACOXL,5.33
BCL2L11,8.7
MERTK,9.01
TMEM87B,10.47
FBLN7,5.73
ZC3H6,6.14
TTL,10.5
POLR1B,7.47
CHCHD5,8.11
SLC20A1,14.02
IL37,5.16
IL36G,5.86
IL36A,4.1
IL36RN,5.07
IL1F10,5.58
PSD4,4.32
CBWD2,14.49
FOXD4L1,6.4
RABL2A,8.7
ACTR3,15.72
DPP10,4.25
DDX18,13.46
INSIG2,10.96
MARCO,6.44
STEAP3,10.92
DBI,13.15
TMEM37,8.05
CFAP221,6.02
PTPN4,10.47
EPB41L5,10.34
RALB,12.2
INHBB,6.86
GLI2,5.99
GLI2,9.55
TSN,11.6
CNTNAP5,5.04
GYPC,5.96
PROC,6.66
MYO7B,3.73
GPR17,7.38
SFT2D3,9.06
UGGT1,12.92
RAB6C,8.5
MZT2B,11.49
IMP4,11.57
PTPN18,6.66
CFC1B; CFC1,5.66
TISP43; LOC646743; LOC150527,5.17
POTEJ,3.51
GPR148,6.4
AMER3,5.03
POTEE,3.64
TUBA3D,3.97
CCDC74A,6.76
C2orf27A,6.44
ZNF806,4.47
GPR39,9.29
LOC101928161; AC010890.1; NCKAP5; spawfa,6.02
MGAT5,11.1
ACMSD,8.96
CCNT2,14.08
RAB3GAP1,11.37
R3HDM1,13.29
R3HDM1,9.87
UBXN4,13.67
THSD7B,5.71
HNMT,11.96
SPOPL,11.93
KYNU,11.55
ARHGAP15,4.56
ARHGAP15,4.86
ARHGAP15,4.6
ACVR2A,9.16
MBD5,8.93
EPC2,11.29
KIF5C,6.53
LYPD6B,6.11
LYPD6,5.81
TNFAIP6,8.86
FMNL2,12.17
ARL6IP6,12.2
GALNT13,5.63
KCNJ3,4.39
GALNT5,4.78
PKP4,11.36
PKP4,7.98
PKP4,5.79
TANC1,10.55
MARCH7,14.71
TANK,13.2
PSMD14,13.59
GCA,10.24
SCN2A,4.23
CSRNP3,5.6
XIRP2,7.01
B3GALT1,6.81
CERS6,13.89
NOSTRIN,5.14
G6PC2,4.77
DHRS9,4.27
PPIG,13.95
SSB,16.52
UBR3,12.16
UBR3,7.68
MYO3B,4.56
SP5,5.06
ERICH2,5.93
GAD1,10.46
GORASP2,12.94
DCAF17,11.43
CYBRD1,11.85
DYNC1I2,13.9
HAT1,16.19
METAP1D,7.46
DLX1,7.12
ITGA6,13.02
PDK1,9.8
RAPGEF4,5.26
ZAK; pk,15.3
CDCA7,11.03
SP9,4.96
SCRN3,12.27
AC010894.3; SCRN3,5.63
H3F3AP4; H3F3A; H3F3B,15.07
HOXD13,5.71
HOXD12,7.59
HOXD9,4.58
HOXD8,5.45
HOXD1; MIR7704,6.41
MTX2,9.43
HNRNPA3; MIR4444-2; MIR4444-1,14.91
AGPS,13.44
RBM45,8.86
DFNB59,6.1
PLEKHA3,12.24
PLEKHA3,4.85
UBE2E3,10.81
ITGA4,6.71
SSFA2,10.94
PPP1R1C,7.67
DUSP19,7.47
ZNF804A,5.05
FSIP2,5.68
ZC3H15,13.56
ITGAV,13.15
FAM171B,10.53
GULP1,12.21
COL3A1; MIR3606,8.43
WDR75,14.98
ASNSD1,11.57
ANKAR,7.6
PMS1,10.86
INPP1,7.2
MFSD6,11.57
NAB1,9.52
GLS,14.3
MYO1B,10.68
SLC39A10,13.21
SLC39A10,7.2
CCDC150,8.52
ANKRD44,5.43
SF3B1,6.85
COQ10B,13.41
MARS2,9.09
SPATS2L,14.98
SPATS2L,8.77
SGOL2,11.35
AOX1,10.81
NIF3L1,10.52
NDUFB3,10.38
CFLAR,14.84
CASP10,7.25
CASP8,13.92
STRADB,13.26
CDK15,6.67
FZD7,9.33
KIAA2012,4.1
NOP58,15.27
BMPR2,12.24
FAM117B,11.45
CARF,11.18
NBEAL1,10.67
CYP20A1,9.05
ABI2,11.06
CD28,3.97
CTLA4,4.58
ICOS,4.83
PARD3B,7.17
NRP2,12.83
EEF1B2; SNORA41,12.47
ZDBF2,7.45
ADAM23,3.54
LOC200726; AC010731.4,4.53
FASTKD2,10.68
CPO,4.28
CREB1,12.58
CCNYL1; MIR4775,12.0
PIKFYVE,11.83
PTH2R,5.56
MAP2,6.96
UNC80,6.56
RPE,14.2
CPS1,9.5
SPAG16,11.0
VWC2L,4.43
ATIC,12.89
TMEM169,8.24
TMEM169,4.64
XRCC5,14.48
XRCC5,10.66
XRCC5,10.89
SMARCAL1,10.41
IGFBP2,6.7
LOC101928327; AC007557.1,6.38
RUFY4,5.49
CXCR2,5.4
ARPC2,14.75
GPBAR1,5.14
PNKD; MIR6810,8.01
CATIP,4.03
SLC11A1,5.83
CTDSP1,8.26
VIL1,4.78
RQCD1,13.65
PLCD4,6.1
BCS1L,11.54
STK36,8.77
TTLL4,11.03
CYP27A1,7.48
WNT6,5.53
WNT10A,6.57
CDK5R2,6.93
FAM134A,9.13
ZFAND2B,6.85
ANKZF1,9.41
STK16,6.23
TUBA4B,6.05
DNAJB2,7.66
DES,5.93
GMPPA,10.91
ASIC4,6.53
TMEM198,5.98
INHA,6.51
STK11IP,8.06
SLC4A3,7.28
CCDC140,4.68
SGPP2,3.96
MOGAT1,4.98
ACSL3,13.86
KCNE4,6.09
MRPL44,11.16
NYAP2,3.72
RHBDD1,10.73
COL4A3,4.9
MFF,11.24
AGFG1; MIR5703,13.79
CCL20,8.66
DAW1,4.41
FBXO36,6.99
FBXO36,10.13
SP140,10.38
SP140L,9.7
SP100,11.1
CAB39,12.09
ITM2C,12.76
SPATA3,4.41
C2orf72,4.93
PSMD1,13.97
ARMC9,11.2
B3GNT7,4.91
C2orf57,7.94
PTMA,16.47
COPS7B,12.34
DIS3L2,9.93
ALPP,5.86
ALPPL2,7.6
ALPI,4.65
PRSS56,6.1
CHRND,7.01
CHRNG,5.17
EIF4E2,12.93
EFHD1,7.73
NEU2,5.41
INPP5D,6.95
ATG16L1,9.33
SAG,5.78
