gene,value
ZRANB2,12.08
NEGR1,9.82
LRRIQ3,5.26
LRRC53,5.05
ERICH3,4.01
CRYZ,13.27
SLC44A5,9.22
ASB17,4.83
ST6GALNAC3,7.68
PIGK,13.07
ZZZ3,12.35
ZZZ3,8.57
USP33,13.04
FUBP1,13.91
ADGRL4,4.78
TTLL7,12.0
GNG5,13.95
CTBS,10.6
SSX2IP,12.41
LPAR3,5.88
MCOLN2,3.79
MCOLN3,10.5
SYDE2,9.29
C1orf52,9.44
BCL10,11.02
DDAH1,13.58
ZNHIT6,9.48
COL24A1,5.88
ODF2L,11.79
SEP15,14.02
GTF2B,11.62
CCBL2; RBMXL1,9.5
GBP3,12.91
GBP1,13.23
GBP4,7.63
GBP5,6.1
BARHL2,6.2
ZNF644,13.13
HFM1,6.01
TGFBR3,10.09
SETSIP,10.43
GLMN,7.41
GFI1,10.43
EVI5,10.95
EVI5,8.65
FAM69A,7.6
TMED5,14.22
BCAR3,11.32
DNTTIP2,12.3
GCLM,10.88
ABCA4,5.63
F3,7.84
CNN3,14.69
ALG14,10.03
RPL7,12.23
DPYD,11.74
PLPPR5,4.11
FRRS1,9.02
SASS6,12.76
LRRC39,6.66
DBT,10.48
EXTL2,10.38
DPH5,10.47
OLFM3,5.11
COL11A1,4.63
LOC101928436; RP11-153F1.1; RP11-347K2.2; teyfawbu,4.01
AMY1B; AMY1A,5.93
VAV3,10.51
SLC25A24,10.79
NBPF4,5.49
HENMT1,6.81
WDR47,10.68
TAF13,12.59
C1orf194,5.88
PSRC1,7.89
MYBPHL,5.99
SORT1,12.7
PSMA5,12.77
AMIGO1,5.49
GNAT2,8.56
GSTM3,9.52
EPS8L3,5.25
ALX3,5.48
SLC16A4,11.14
LAMTOR5,12.74
KCNA10,7.27
KCNA2,5.43
KCNA3,3.93
LRIF1,10.67
DRAM2,11.3
DENND2D,4.63
OVGP1,4.77
WDR77,11.85
ADORA3; TMIGD3,4.85
FAM212B,6.16
FAM212B,6.09
KCND3,4.09
ST7L,11.85
SLC16A1,13.72
PHTF1,8.94
RSBN1,9.6
PTPN22,4.62
BCL2L15,5.12
AP4B1,8.03
SYT6,10.84
TRIM33,12.12
AMPD1,5.03
NRAS,14.92
CSDE1,15.19
SIKE1,11.94
TSPAN2,9.75
NGF,5.14
CASQ2,4.79
NHLH2,4.28
CD58,9.38
IGSF3,8.51
TRIM45,6.56
VTCN1,6.06
GDAP2,11.73
SPAG17,3.83
TBX15,7.42
ZNF697,6.54
PHGDH,3.94
HMGCS2,4.32
REG4,4.29
NBPF7,5.8
ADAM30,4.26
NOTCH2,12.5
FAM72B,13.73
FAM72C,14.2
FAM72D,7.03
PPIAL4E,7.82
NBPF15,11.82
SRGAP2B,12.53
PPIAL4F; PPIAL4D,7.29
NBPF20,11.8
PDZK1,6.87
RNF115,12.24
PIAS3,10.99
ANKRD35,4.97
ITGA10,7.77
LIX1L,11.78
ANKRD34A,4.69
TXNIP,6.68
HFE2,4.0
LOC105371242; AC243756.1,7.37
PRKAB2,9.03
FMO5,6.7
ACP6,8.89
GJA5,5.15
NBPF11,10.09
PPIAL4G,7.95
NBPF9,10.19
HIST2H2BF,15.31
HIST2H3D,8.68
HIST2H3A; HIST2H3C,9.63
HIST2H4A; HIST2H4B,11.6
HIST2H2AB,10.55
SV2A,7.1
SF3B4,14.99
MTMR11,8.51
OTUD7B,7.52
ANP32E,13.53
APH1A,12.88
ENSA,12.29
GOLPH3L,11.82
HORMAD1,5.07
CTSS,10.09
CTSK,7.96
ARNT,12.33
CERS2,12.72
FAM63A,6.71
SEMA6C,5.83
LYSMD1,6.64
PI4KB,8.08
RFX5,9.36
SELENBP1,5.54
POGZ,12.9
POGZ,7.95
POGZ,7.35
POGZ,8.31
POGZ,6.26
POGZ,5.83
POGZ,8.99
POGZ,7.35
POGZ,7.59
POGZ,9.11
POGZ,9.72
POGZ,8.6
TDRKH,9.88
CELF3,6.77
MRPL9,13.59
C2CD4D,5.56
THEM5,6.8
THEM4,10.3
S100A10,15.57
S100A11,16.14
LOC100131107,4.79
TCHHL1,4.9
TCHH,3.99
RPTN,4.05
HRNR,3.58
FLG,4.94
FLG2,3.67
CRNN,5.93
LCE3E,4.41
LCE3D,6.07
LCE3A,6.83
LCE1C,12.5
SPRR2D,6.48
SPRR2B,5.59
SPRR2E,6.67
SPRR2F,4.1
SPRR2G,5.44
PGLYRP3,3.58
PGLYRP4,5.88
S100A12,4.43
S100A8,3.64
S100A7L2,3.56
S100A7,4.49
S100A6,9.98
S100A5,4.91
S100A4,7.67
S100A3,8.99
S100A2,8.31
S100A16,8.54
S100A14,5.48
S100A13,7.17
ILF2,15.12
ILF2,7.8
GATAD2B,12.36
DENND4B,6.19
CRTC2,11.36
SLC39A1,9.08
JTB,11.86
RAB13,14.76
NUP210L; MIR5698,4.92
TPM3,16.99
C1orf189,4.87
C1orf43,12.98
IL6R,7.48
UBE2Q1,11.58
ADAR,10.83
KCNN3,6.06
PMVK,9.08
PBXIP1,7.71
DCST2,4.3
DPM3,7.75
THBS3,7.94
THBS3,16.0
FAM189B,7.79
SCAMP3,12.83
CLK2,9.97
PKLR,5.73
RUSC1-AS1,6.01
ASH1L; MIR555,10.89
GON4L,14.26
RIT1,12.01
KIAA0907; SCARNA4,10.28
SSR2,15.56
UBQLN4,11.48
MEX3A,6.07
PAQR6,6.83
SMG5,9.31
VHLL,3.99
CCT3,13.85
MEF2D,10.57
IQGAP3,9.74
GPATCH4,13.82
NES,8.73
CRABP2,5.76
ISG20L2,10.0
MRPL24,10.35
HDGF,10.84
SH2D2A,5.49
INSRR,6.08
ARHGEF11,7.26
ETV3L,5.06
ETV3,11.25
FCRL5,4.62
FCRL4,4.58
FCRL3,5.08
FCRL2,5.38
FCRL1,6.3
CD5L,5.96
CD1B,4.99
OR10T2,4.13
OR10K2,5.96
OR6Y1,4.36
OR6P1,4.38
OR10X1,3.64
SPTA1,4.32
OR6K2,3.65
OR6K3,3.68
OR6N1,6.48
OR6N2,4.44
AIM2,4.51
OR10J3,4.88
OR10J5,4.95
CRP,3.62
TAGLN2,13.82
IGSF9,4.42
SLAMF9,4.73
PIGM,10.72
KCNJ10,3.32
IGSF8,7.96
COPA,13.82
SLAMF6,4.53
CD84,5.0
SLAMF1,4.16
CD48,4.79
CD244,4.16
ITLN1,4.95
ITLN2,4.25
USF1,7.3
ARHGAP30,4.21
PVRL4,7.83
PFDN2,9.47
DEDD,11.98
B4GALT3,7.44
ADAMTS4,4.98
APOA2,4.34
NR1I3,4.87
MPZ,5.16
CFAP126,4.28
FCGR3A,4.76
FCGR3B,3.85
OLFML2B,10.35
C1orf111,6.96
SH2D1B,4.24
CCDC190,5.65
RGS5,13.12
LMX1A,6.97
RXRG,3.42
ALDH9A1,9.94
TMCO1,12.17
FAM78B,5.67
RP11-9L18.3; FAM78B,7.78
TADA1,10.47
GPA33,5.18
CD247,5.1
ADCY10,4.22
MPC2,12.14
GCSH,10.39
GPR161,7.67
XCL2,4.3
DPT,4.65
NME7,11.14
CCDC181,7.37
SLC19A2,9.9
F5,5.41
SELP,3.98
SELL,4.75
SELL,5.11
METTL18,8.22
SCYL3,8.2
KIFAP3,11.64
MYOC,3.82
VAMP4,9.26
TNFSF18,4.67
TNFSF4,5.11
SLC9C2,3.37
ANKRD45,4.89
CENPL,10.93
SERPINC1,6.24
RC3H1,10.93
MRPS14,11.06
KIAA0040,4.71
RFWD2,9.24
ASTN1,4.2
ANGPTL1,3.82
ABL2,12.46
NPHS2,5.05
TOR1AIP2,11.38
STX6,10.81
ZNF648,4.76
GLUL,11.55
TEDDM1,3.75
RNASEL,7.64
RGS16,5.74
RGS8,3.94
SHCBP1L,5.08
NMNAT2,5.9
NCF2,6.93
ARPC5,14.38
APOBEC4,3.93
COLGALT2,7.47
EDEM3,11.43
FAM129A,10.67
TRMT1L,11.64
IVNS1ABP,13.49
TPR,13.43
PDC,4.88
PTGS2,4.27
BRINP3,4.6
UCHL5,14.54
GLRX2,11.39
B3GALT2,6.49
KCNT2,9.33
F13B,4.6
ASPM,13.42
ZBTB41,10.86
DENND1B,8.95
ATP6V1G3,7.84
ZNF281,13.45
KIF14,12.55
DDX59,10.69
KIF21B,6.02
CACNA1S,4.8
ASCL5,4.37
TMEM9,11.09
TNNI1,5.8
PHLDA3,7.42
CSRP1,14.06
CSRP1; markobu,4.04
LMOD1,5.31
ARL8A,11.52
PTPN7,5.3
UBE2T,13.57
SYT2,7.86
KDM5B,12.47
RABIF,9.98
KLHL12,9.82
ADIPOR1,15.12
CYB5R1,11.07
MYOG,7.61
MYBPH,6.04
CHI3L1,9.39
FMOD,4.91
LINC00303,4.93
ETNK2,8.11
REN,4.25
KISS1,7.25
GOLT1A,5.59
PLEKHA6,9.74
PPP1R15B,12.34
PIK3C2B,6.39
PIK3C2B,6.12
LRRN2,4.96
TMEM81,6.41
RBBP5,11.81
DSTYK,8.98
NUAK2,11.93
KLHDC8A,5.1
ELK4,14.5
SLC45A3,7.5
NUCKS1,15.7
RAB29,10.8
SLC41A1,13.12
PM20D1,5.03
SLC26A9,6.09
RAB7B,7.99
CTSE,6.31
AVPR1B,5.91
FAM72A,13.81
EIF2D,11.36
IL10,4.32
FCMR,5.29
PIGR,5.28
FCAMR,6.93
C1orf116,5.25
YOD1,8.6
CD34,5.55
PLXNA2,4.98
LAMB3; MIR4260,5.21
C1orf74,5.84
IRF6,5.05
KCNH1,11.12
RD3,5.51
SLC30A1,11.27
NEK2,12.85
LPGAT1,11.27
INTS7,12.05
TMEM206,9.05
BATF3,8.63
NSL1,13.76
SPATA45,4.53
ANGEL2,12.24
PTPN14,11.51
USH2A,4.82
ESRRG,5.28
GPATCH2,10.57
SLC30A10,4.7
EPRS,13.0
BPNT1,13.18
RAB3GAP2; AURKAPS1,13.02
DUSP10,11.69
HHIPL2,4.76
TAF1A,8.77
TLR5,6.72
SUSD4,5.86
CAPN8,5.3
TP53BP2,12.45
NVL,13.31
WDR26; MIR4742,11.21
WDR26,7.49
LBR,12.32
ENAH,14.43
TMEM63A,9.17
LEFTY2,8.04
SDE2,11.96
ACBD3,12.81
LIN9,9.93
PARP1,11.15
ITPKB,7.32
ITPKB,6.05
CDC42BPA,12.47
JMJD4,9.28
WNT9A,4.15
C1orf35,11.29
MRPL55,9.05
C1orf145,4.7
TRIM11; MIR6742,6.95
TRIM17,7.82
HIST3H3,4.31
HIST3H2A,7.94
BTNL10,6.71
CCSAP,9.32
ACTA1,11.99
NUP133,10.65
ABCB10,10.85
TAF5L,10.3
PGBD5,7.07
C1orf198,8.73
TTC13,10.82
FAM89A; MIR1182,8.77
LOC149373; RP5-1097F14.3; kosimo,4.85
C1orf131,10.76
EXOC8,9.69
EGLN1,11.45
SNRPD2P2,4.62
TSNAX,9.16
SIPA1L2,12.79
PCNXL2,11.33
TARBP1,10.69
IRF2BP2,10.57
TOMM20,13.15
B3GALNT2,11.22
GNG4,7.75
LYST,13.02
NID1,11.58
ERO1B,10.1
LGALS8-AS1,5.72
HEATR1,14.26
MT1HL1,5.02
ZP4,5.3
GREM2,7.72
RGS7,7.77
FH,11.98
OPN3,13.54
CHML,10.66
MAP1LC3C,5.36
PLD5,4.88
CEP170,12.58
AKT3,10.62
ADSS,13.04
SMYD3,10.58
SMYD3,8.53
TFB2M,12.64
AHCTF1,13.09
ZNF670; ZNF695; ZNF670-ZNF695,8.93
ZNF669,8.38
C1orf229,5.24
ZNF124,10.76
ZNF496,10.56
OR2B11,3.67
OR2C3; GCSAML-AS1,4.45
OR13G1,3.79
OR6F1; OR14A2,4.91
OR1C1,3.67
OR14A16,4.04
OR11L1,5.76
OR2T33,4.84
OR2T12,4.28
OR2M7,6.07
OR2T29,3.69
OR2T34,4.91
OR2T10,4.55
OR2T11,4.04
OR2T35,4.44
OR2T27,5.56
OR14I1,4.63
SH3BP5L,6.3
ZNF692,7.89
ATAD3B,7.4
ATAD3A,10.03
MMP23B; MMP23A,4.02
PLCH2,6.88
TNFRSF14,7.04
CLCN6,11.83
HNRNPCL3; HNRNPCL4,5.56
PRAMEF25; PRAMEF26,6.64
PRAMEF33P,5.58
PRAMEF15; PRAMEF9,6.22
FHAD1,7.11
FHAD1,5.09
FHAD1,5.92
CELA2A,7.34
CELA2B,3.3
CLCNKA,5.75
CLCNKA,6.2
SZRD1,12.38
CROCC,7.26
MINOS1,15.01
NBL1,6.11
MINOS1-NBL1,6.8
MDS2,6.57
SRRM1,5.31
SRRM1,14.99
SEPN1,9.36
MTFR1L,10.13
TSSK3,6.82
TSSK3,5.81
ZBTB8B,6.09
ZBTB8A,9.93
SH3D21,5.58
PPCS; CCDC30,13.02
CCDC30,5.39
C1orf50,6.96
LOC100129924; C1orf50; RP5-994D16.11,4.9
FAM183A,4.34
RP5-1198O20.4; KLF17,5.85
CYP4B1,5.47
CYP4B1,5.32
FPGT,9.13
TNNI3K,5.47
FPGT-TNNI3K; FPGT,8.39
ACADM,12.37
RABGGTB; SNORD45B; SNORD45A; SNORD45C,13.47
DNAJB4,13.1
GIPC2,5.52
HS2ST1,13.37
LINC01140,5.07
LRRC8C,9.78
LRRC8D,11.67
RNPC3,9.53
AMY2B; ACTG1P4,5.99
NBPF6; NBPF5P,5.69
GNAI3,13.72
AMPD2,10.35
GSTM4,9.23
GSTM2,7.62
GSTM1,7.67
GSTM2,5.94
GSTM5,5.63
KCNC4,4.94
OLFML3,13.8
ATP1A1,13.17
ATP1A1,4.65
FAM231D; LINC00869,10.85
POLR3GL,8.68
CHD1L,9.68
NBPF19,10.98
NBPF19,12.33
PLEKHO1,10.28
LCE5A,4.56
LCE3C,5.78
LCE1B,5.13
LCE1B,10.83
INTS3,11.2
SLC27A3,6.28
ADAM15,7.39
DCST1,6.89
EFNA4,5.5
EFNA3,5.81
MTX1,10.37
CADM3,3.96
ACKR1,4.23
FCGR2A,7.25
FCGR2C,4.87
FCGR2B,4.48
NOS1AP,6.09
C1orf226,6.62
UCK2; MIR3658,13.11
TEX35,6.32
C1orf220,7.96
IER5,8.8
CFHR1,3.76
CFHR2,4.03
NAV1,10.74
MDM4,11.89
LYPLAL1,12.03
CNIH3,5.53
CNIH3,6.34
SNAP47,6.22
SNAP47,8.13
RHOU,8.69
RHOU,8.44
TSNAX,12.2
DISC1,6.83
TSNAX-DISC1,9.61
CHRM3,6.15
CHRM3,4.87
CDK11B,10.26
SLC35E2B,9.54
CDK11A,10.45
SLC35E2,9.82
FAAP20,7.15
TTC34,9.72
TNFRSF25,8.72
PLEKHG5,5.86
ERRFI1,15.86
HNRNPCL1,7.69
PRAMEF6; PRAMEF5,6.51
PRAMEF27,5.61
PRAMEF25,5.28
TAS1R2,5.62
ALDH4A1,6.83
IFFO2,8.65
DDOST,11.34
HNRNPR,14.43
SMIM12,12.41
SFPQ,10.68
SFPQ,15.13
RRAGC,13.39
MYCBP; GJA9,10.71
EBNA1BP2; MIR6733,13.74
EBNA1BP2,5.43
MKNK1,8.18
MOB3C,6.29
TAL1,5.07
STIL,11.45
CDCP2,10.15
CYB5RL,6.46
PLPP3,10.4
DAB1,3.76
OMA1,9.83
GBP2,12.31
GBP7,5.12
ARHGAP29,4.32
ARHGAP29,13.71
AKNAD1,4.67
CLCC1,12.37
RHOC,12.17
PPM1J,5.7
BCAS2,12.62
DENND2C,7.29
WARS2,9.44
SEC22B,13.57
SEC22B,11.44
PEX11B,10.56
RBM8A,11.59
NBPF10,12.52
NOTCH2NL,12.53
NBPF14,12.75
NOTCH2NL,10.12
HIST2H2AA4; HIST2H2AA3,13.21
HIST2H2BE,11.01
MCL1,13.52
ADAMTSL4-AS1,5.69
CDC42SE1,12.84
TMOD4,4.94
VPS72,10.07
LINGO4,5.61
RORC,5.66
SPRR2A,5.59
SHE,5.86
PYGO2,7.67
SHC1,13.26
KRTCAP2,12.46
MUC1,7.63
GBA,13.14
YY1AP1,13.53
ARHGEF2,10.47
ARHGEF2,5.36
GLMP,8.63
GLMP,11.64
C1orf61,5.89
C1orf61; RP11-98G7.1,6.66
C1orf204,6.33
VSIG8,5.71
CFAP45,5.18
DCAF8,10.21
PEX19,10.72
F11R,9.96
TSTD1,7.84
ILDR2,5.24
ILDR2,4.46
CREG1,10.69
SELE,5.19
PIGC,7.81
PIGC,9.9
TNR,6.42
SEC16B,5.38
LHX4-AS1; ACBD6,6.83
ACBD6,9.09
TNNT2,9.99
LAD1,8.74
CHIT1,6.05
CHIT1,5.46
PLEKHA6,9.97
LEMD1,5.06
BLACAT1; LEMD1,5.98
AIDA,14.25
LEFTY1,6.98
PYCR2; MIR6741,10.51
AGT,11.74
RBM34,12.89
ARID4B,11.9
HNRNPU,16.31
LYPD8,5.7
ACP1,12.11
SNTG2,5.87
TPO,6.14
TRAPPC12,8.8
RPS7,15.15
COLEC11,6.23
ALLC,4.95
DCDC2C,5.17
SOX11,4.82
RNF144A,5.45
ID2,8.27
ASAP2,8.0
CPSF3,11.13
IAH1,10.81
TAF1B,9.54
GRHL1,4.4
KLF11,9.84
RRM2,13.47
C2orf48,7.4
HPCAL1,9.62
ATP6V1C2,5.54
KCNF1,5.87
C2orf50,6.41
PQLC3,9.13
GREB1,4.98
LPIN1,6.94
TRIB2,5.44
FAM84A,5.83
DDX1,11.78
MYCN,5.63
VSNL1,6.25
GEN1,9.71
MSGN1,8.57
RHOB,10.64
GDF7,5.49
TDRD15,4.52
KLHL29,5.85
UBXN2A,11.01
NCOA1,9.9
CENPO,10.47
EFR3B,6.42
RAB10,15.26
GAREM2,6.12
HADHB,12.84
EPT1,12.06
DRC1,4.72
C2orf70,4.55
KCNK3,5.14
DPYSL5,4.6
MAPRE3,5.51
TMEM214,11.62
AGBL5,11.25
EMILIN1,8.11
KHK,9.56
ABHD1,3.85
TCF23,6.12
ATRAID,12.22
CAD,8.98
DNAJC5G,5.18
TRIM54,6.96
SNX17,9.93
NRBP1,11.45
KRTCAP3,4.43
GCKR,5.29
GCKR,5.89
C2orf16,4.02
SLC4A1AP,13.09
FOSL2,12.52
PLB1,4.9
WDR43; SNORD53,12.45
FAM179A,4.57
CLIP4,10.09
YPEL5,12.89
LCLAT1,13.12
EHD3,7.1
SPAST,11.37
SLC30A6,12.07
YIPF4,11.87
BIRC6,11.54
BIRC6,8.76
BIRC6,8.16
TTC27; MIR4765,9.55
LTBP1,12.39
RASGRP3,9.38
CRIM1,13.38
VIT,4.71
GPATCH11,11.99
NDUFAF7,10.6
QPCT,13.25
RMDN2,6.89
GALM,10.14
GEMIN6,9.23
PKDCC,7.1
EML4,11.53
MTA3,6.16
MTA3,10.74
LINC01126,4.29
PLEKHH2,8.17
DYNC2LI1,7.41
ABCG8,4.37
PPM1B,12.71
SLC3A1,6.57
CAMKMT,8.15
CAMKMT,6.49
SIX3,5.62
PRKCE,9.1
EPAS1,11.85
RHOQ,12.23
CRIPT,12.37
SOCS5,11.04
TTC7A,7.57
EPCAM,5.24
FOXN2,11.49
PPP1R21,8.36
GTF2A1L; STON1-GTF2A1L; STON1,4.69
CHAC2,8.97
ERLEC1,11.83
C2orf73,3.84
SPTBN1,14.64
EML6,4.68
RPS27A,12.97
CFAP36,10.51
CCDC85A,3.52
VRK2,12.53
PAPOLG,10.69
PAPOLG,7.35
PEX13,10.72
AHSA2,9.75
USP34,9.52
COMMD1,7.55
B3GNT2,11.26
EHBP1,10.58
OTX1,8.68
MDH1,10.94
UGP2,11.03
LGALSL,10.15
AFTPH,12.54
SLC1A4,8.4
CEP68,8.72
ACTR2,15.47
MEIS1,5.57
MEIS1,3.85
ETAA1,10.09
PNO1,9.48
PLEK,4.88
ARHGAP25,6.58
GKN1,3.97
ANTXR1,13.96
GMCL1,11.07
PCBP1,13.46
PCYOX1,12.53
VAX2,4.85
ATP6V1B1,6.03
ANKRD53,4.78
MPHOSPH10,11.13
ZNF638,10.15
ZNF638,8.12
DYSF,7.4
SPR,9.23
EMX1,5.99
NOTO,6.3
SMYD5,10.34
CCT7,11.62
ALMS1,9.16
C2orf78,4.23
STAMBP,11.04
ACTG2,10.42
DGUOK,10.45
TET3,6.55
MTHFD2,12.26
WDR54,7.03
TTC31,8.3
TTC31,8.2
TLX2,5.5
HTRA2,9.92
DOK1,9.74
SEMA4F,6.79
HK2,6.71
POLE4,11.05
MRPL19,9.2
REG3G,5.12
REG1A,5.74
DNAH6,5.44
DNAH6,6.05
TMSB10,15.18
KCMF1,13.58
TCF7L1,6.99
TGOLN2,5.24
ELMOD3,7.96
ELMOD3,9.78
SH2D6,6.42
MAT2A,13.07
VAMP8,9.46
VAMP5,6.38
RNF181,7.31
USP39,12.87
GNLY,3.58
ATOH8,5.36
PTCD3,13.03
MRPL35,11.59
KDM3A,8.09
RMND5A,10.51
PLGLB2,5.33
SMYD1,5.61
THNSL2,6.8
TEX37,4.74
RPIA,7.25
TEKT4,6.13
MAL,6.09
ZNF2,6.87
PROM2,5.54
KCNIP3,9.32
FAHD2A,7.49
FAHD2A,6.16
TRIM43,4.95
STARD7-AS1,6.58
CIAO1,10.46
ITPRIPL1,5.96
NCAPH,13.53
ARID5A,8.03
FER1L5,7.13
CNNM3,7.99
ANKRD36,12.92
ANKRD36,11.18
COX5B,10.07
ZAP70,4.58
VWA3B,4.63
CNGA3,5.61
INPP4A,8.08
UNC50,10.21
EIF5B,13.58
NMS,4.97
PDCL3,12.46
NPAS2,13.59
RPL31,13.82
CNOT11,10.52
MAP4K4,12.48
IL1R2,6.55
IL1R1,8.97
IL1RL2,6.26
IL18RAP,5.87
SLC9A4,4.06
SLC9A2,4.27
TMEM182,9.42
MRPS9,9.67
GPR45,5.13
C2orf49,8.87
NCK2,10.27
C2orf40,5.01
RGPD4,6.86
SLC5A7,5.49
SULT1C3,4.63
SULT1C2,9.01
SULT1C4,12.16
GCC2,10.72
LIMS1,11.89
RANBP2,10.36
SH3RF3,5.95
SOWAHC,6.51
RGPD6; RGPD5,10.21
ACOXL,6.02
BCL2L11,9.05
MERTK,7.73
TMEM87B,10.49
FBLN7,5.47
ZC3H6,6.0
TTL,10.76
POLR1B,6.45
CHCHD5,8.0
SLC20A1,13.41
IL37,5.29
IL36G,5.75
IL36A,4.36
IL36RN,4.72
IL1F10,5.7
PSD4,3.99
CBWD2,14.27
FOXD4L1,6.24
RABL2A,8.32
ACTR3,15.54
DPP10,3.61
DDX18,12.32
INSIG2,10.61
MARCO,6.25
STEAP3,10.51
DBI,13.02
TMEM37,8.53
CFAP221,5.95
PTPN4,9.84
EPB41L5,9.55
RALB,11.41
INHBB,6.65
GLI2,6.11
GLI2,8.67
TSN,11.01
CNTNAP5,5.18
GYPC,6.8
PROC,6.91
MYO7B,3.87
GPR17,7.39
SFT2D3,8.84
UGGT1,12.83
RAB6C,8.53
MZT2B,11.25
IMP4,11.39
PTPN18,6.8
CFC1B; CFC1,5.67
TISP43; LOC646743; LOC150527,4.99
POTEJ,3.78
GPR148,6.52
AMER3,5.21
POTEE,3.67
TUBA3D,4.36
CCDC74A,6.63
C2orf27A,6.99
ZNF806,4.28
GPR39,9.16
LOC101928161; AC010890.1; NCKAP5; spawfa,6.34
MGAT5,10.41
ACMSD,9.01
CCNT2,13.39
RAB3GAP1,11.04
R3HDM1,12.93
R3HDM1,9.62
UBXN4,13.8
THSD7B,6.06
HNMT,11.54
SPOPL,11.7
KYNU,12.16
ARHGAP15,4.55
ARHGAP15,4.99
ARHGAP15,4.42
ACVR2A,8.76
MBD5,8.71
EPC2,10.79
KIF5C,5.73
LYPD6B,6.35
LYPD6,5.42
TNFAIP6,6.36
FMNL2,12.1
ARL6IP6,11.26
GALNT13,5.64
KCNJ3,4.71
GALNT5,5.68
PKP4,10.64
PKP4,7.51
PKP4,5.41
TANC1,10.21
MARCH7,14.35
TANK,13.27
PSMD14,13.64
GCA,9.84
SCN2A,4.26
CSRNP3,5.29
XIRP2,6.09
B3GALT1,7.03
CERS6,13.15
NOSTRIN,4.54
G6PC2,4.65
DHRS9,5.12
PPIG,13.49
SSB,16.16
UBR3,12.23
UBR3,6.98
MYO3B,4.38
SP5,5.26
ERICH2,6.45
GAD1,10.75
GORASP2,12.85
DCAF17,11.02
CYBRD1,11.62
DYNC1I2,14.0
HAT1,16.02
METAP1D,7.57
DLX1,7.39
ITGA6,12.04
PDK1,9.44
RAPGEF4,6.03
ZAK; pk,14.18
CDCA7,10.51
SP9,4.96
SCRN3,12.3
AC010894.3; SCRN3,6.05
H3F3AP4; H3F3A; H3F3B,14.88
HOXD13,5.72
HOXD12,7.21
HOXD9,4.94
HOXD8,5.64
HOXD1; MIR7704,6.26
MTX2,9.42
HNRNPA3; MIR4444-2; MIR4444-1,14.83
AGPS,13.41
RBM45,8.88
DFNB59,5.78
PLEKHA3,11.74
PLEKHA3,4.71
UBE2E3,11.05
ITGA4,6.02
SSFA2,9.1
PPP1R1C,7.19
DUSP19,6.95
ZNF804A,4.75
FSIP2,6.0
ZC3H15,13.38
ITGAV,13.76
FAM171B,10.72
GULP1,12.4
COL3A1; MIR3606,10.95
WDR75,14.56
ASNSD1,11.16
ANKAR,7.95
PMS1,10.43
INPP1,7.12
MFSD6,11.45
NAB1,9.67
GLS,14.45
MYO1B,10.55
SLC39A10,13.46
SLC39A10,6.59
CCDC150,8.46
ANKRD44,5.12
SF3B1,7.01
COQ10B,12.85
MARS2,8.62
SPATS2L,14.81
SPATS2L,7.97
SGOL2,10.56
AOX1,10.29
NIF3L1,10.39
NDUFB3,10.14
CFLAR,14.46
CASP10,7.26
CASP8,13.4
STRADB,13.17
CDK15,6.07
FZD7,9.47
KIAA2012,4.51
NOP58,15.08
BMPR2,12.73
FAM117B,10.71
CARF,11.48
NBEAL1,10.5
CYP20A1,9.6
ABI2,10.91
CD28,4.1
CTLA4,4.49
ICOS,5.6
PARD3B,7.25
NRP2,12.83
EEF1B2; SNORA41,12.39
ZDBF2,7.17
ADAM23,3.67
LOC200726; AC010731.4,4.43
FASTKD2,10.49
CPO,4.18
CREB1,12.35
CCNYL1; MIR4775,11.2
PIKFYVE,11.71
PTH2R,5.84
MAP2,9.34
UNC80,6.38
RPE,13.94
CPS1,9.82
SPAG16,11.12
VWC2L,4.57
ATIC,12.86
TMEM169,7.5
TMEM169,4.92
XRCC5,14.22
XRCC5,10.32
XRCC5,10.89
SMARCAL1,10.37
IGFBP2,6.11
LOC101928327; AC007557.1,6.3
RUFY4,5.34
CXCR2,5.08
ARPC2,14.67
GPBAR1,5.3
PNKD; MIR6810,8.06
CATIP,4.05
SLC11A1,5.64
CTDSP1,8.15
VIL1,5.25
RQCD1,13.46
PLCD4,5.75
BCS1L,11.25
STK36,8.69
TTLL4,10.39
CYP27A1,6.82
WNT6,5.41
WNT10A,6.57
CDK5R2,6.69
FAM134A,9.59
ZFAND2B,7.42
ANKZF1,9.33
STK16,6.21
TUBA4B,6.08
DNAJB2,7.83
DES,6.72
GMPPA,10.94
ASIC4,6.41
TMEM198,6.02
INHA,6.11
STK11IP,8.19
SLC4A3,8.26
CCDC140,4.76
SGPP2,4.3
MOGAT1,4.68
ACSL3,14.04
KCNE4,6.37
MRPL44,11.23
NYAP2,3.66
RHBDD1,10.56
COL4A3,5.08
MFF,11.45
AGFG1; MIR5703,14.02
CCL20,6.0
DAW1,4.35
FBXO36,7.31
FBXO36,10.15
SP140,8.93
SP140L,9.48
SP100,11.23
CAB39,11.86
ITM2C,12.17
SPATA3,4.07
C2orf72,5.02
PSMD1,13.93
ARMC9,11.71
B3GNT7,4.49
C2orf57,8.08
PTMA,16.55
COPS7B,12.14
DIS3L2,9.89
ALPP,6.1
ALPPL2,7.67
ALPI,4.99
PRSS56,6.28
CHRND,7.04
CHRNG,5.38
EIF4E2,13.01
EFHD1,7.7
NEU2,5.06
INPP5D,6.59
ATG16L1,9.28
SAG,5.99
